log_yy,log_number,log_sequence,issued_date,scope_of_work_desc,proposed_usc,bpr_use_desc,proposed_units,neighborhood,x_coordinate,y_coordinate,comments,existing_use_code,existing_use,current_units,application_received_date,multiple_use_code,bpr_multiple_use_desc,project_name,address,maplot,EE_year_issued,EE_housingtype,EE_housingmixtype,lat,lng
15,6719,1,11/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237300,888511,New Single Family Dwelling with attached Garage,9100,Vacant Land,0,11/2/15 14:01,NA,NA,The Thornsby,932 WOODFIELD DR,1.70319E+12,2015,Single Family Detached,Single Family,44.075479,-123.1034631
15,7225,1,12/21/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237194,888626,New single family dwelling with attached garage,9100,Vacant Land,0,11/24/15 15:45,NA,NA,The Thornsby,917 WOODFIELD DR,1.70319E+12,2015,Single Family Detached,Single Family,44.075479,-123.1034631
14,7203,1,1/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237073,888559,New single family dwelling with attached garage,9100,Vacant Land,0,12/15/14 10:13,NA,NA,Thornsby,1232 WOODFIELD DR,1.70319E+12,2015,Single Family Detached,Single Family,44.0754971,-123.1037565
15,133,1,1/20/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4225548,904143,New single family dwelling with attached garage,9100,Vacant Land,0,1/8/15 9:24,NA,NA,Thornsby,3744 WOODVIEW AVE,1.70403E+12,2015,Single Family Detached,Single Family,44.1167848,-123.1491171
15,5719,1,10/29/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224496,867962,New single family dwelling with attached garage,9100,Vacant Land,0,9/23/15 10:42,NA,NA,Timberline Hills 110,3571 MOUNTAIN QUAIL LN,1.8041E+12,2015,Single Family Detached,Single Family,,
15,1217,1,6/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224719,868679,New single family dwelling with attached garage,9100,Vacant Land,0,3/11/15 15:35,NA,NA,Timberline Hills lot 45,3380 VISTA HEIGHTS LN,1.8041E+12,2015,Single Family Detached,Single Family,44.0178751,-123.1499305
15,1535,1,6/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224776,868687,New single family dwelling with attached garage,9100,Vacant Land,0,3/27/15 15:20,NA,NA,Timberline Hills lot 46,3370 VISTA HEIGHTS LN,1.8041E+12,2015,Single Family Detached,Single Family,44.0178751,-123.1499305
15,1533,1,4/14/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4242880,891802,New TOUR HOME Single Family Dwelling with attached Garage.,9100,Vacant Land,0,3/27/15 9:37,NA,NA,Tour Home,1936 LEMMING AVE,1.70317E+12,2015,Single Family Detached,Single Family,44.0838497,-123.0850984
14,7078,1,1/15/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Active Bethel Citizens,4211844,889894,New single family dwelling with attached garage,9100,Vacant Land,0,12/9/14 13:19,NA,NA,Waterville,1853 ADELMAN LP,1.7042E+12,2015,Single Family Detached,Single Family,44.0767562,-123.1997157
15,2922,1,6/17/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4226133,903637,New single family dwelling with attached garage,9100,Vacant Land,0,6/4/15 12:34,NA,NA,Westbrook,3606 STARK ST,1.70402E+12,2015,Single Family Detached,Single Family,44.1160343,-123.1466771
14,6129,1,4/6/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224006,867790,New single family dwelling with attached garage.  See 14-06130-01 for Erosion Prevention.,9100,Vacant Land,0,10/23/14 11:27,NA,NA,Wyatt 3-Car,3531 SUMMIT SKY BLVD,1.8041E+12,2015,Single Family Detached,Single Family,44.0174608,-123.1509556
13,6391,1,7/9/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Friendly Area Neighbors,4237033,873858,New Single Family Dwelling with attached garage.,9100,Vacant Land,0,12/9/13 11:42,NA,NA,NA,2222 JEFFERSON ALY,1.80306E+12,2015,Single Family Detached,Single Family,44.0366684,-123.1020066
14,4400,1,1/15/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224943,867991,"New single family dwelling with attached garageErosion permit 14-04401-01",9100,Vacant Land,0,7/30/14 12:15,NA,NA,NA,3411 SUMMIT SKY BLVD,1.8041E+12,2015,Single Family Detached,Single Family,44.018831,-123.1492335
14,4735,1,1/15/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224963,867893,New single family dwelling with attached garage,9100,Vacant Land,0,8/14/14 15:15,NA,NA,NA,3423 SUMMIT SKY BLVD,1.8041E+12,2015,Single Family Detached,Single Family,44.018831,-123.1492335
14,5180,1,6/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224655,869217,"New single family dwelling with attached garageErosion prevention on 14-05179-01",9100,Vacant Land,0,9/26/14 0:00,NA,NA,NA,3274 TIMBERLINE DR,1.80411E+12,2015,Single Family Detached,Single Family,44.0212618,-123.1491255
14,5429,1,6/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224800,869202,New single family dwelling with attached garage,9100,Vacant Land,0,9/26/14 0:00,NA,NA,NA,3278 TIMBERLINE DR,1.80411E+12,2015,Single Family Detached,Single Family,44.0213776,-123.1491756
14,5552,1,4/14/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4225790,869568,New single family dwelling with attached garage,9100,Vacant Land,0,9/24/14 10:18,NA,NA,NA,3033 DEERBRUSH WAY,1.80411E+12,2015,Single Family Detached,Single Family,44.0226574,-123.1440901
14,6552,1,1/7/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4225084,895780,New single family dwelling with attached garage,9100,Vacant Land,0,11/13/14 10:10,NA,NA,NA,1924 DEBRA SUE CT,1.70415E+12,2015,Single Family Detached,Single Family,44.0944324,-123.1498683
14,7014,1,1/6/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4227078,890050,New single family dwelling with attached garage,9100,Vacant Land,0,12/9/14 0:00,NA,NA,NA,1146 VERONICA LN,1.70423E+12,2015,Single Family Detached,Single Family,44.0788331,-123.1412734
14,7110,1,1/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224253,877010,New Single Family Dwelling with attached Garage. (Tamarack Model),9100,Vacant Land,0,12/10/14 12:17,NA,NA,NA,3792 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
14,7257,1,1/27/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southeast Neighbors,4243344,868621,Demolish existing house and build new single family dwelling on same lot with same address.,1111,Single Family Dwelling,0,12/17/14 10:47,NA,NA,NA,3260 HARRIS ST,1.80308E+12,2015,Single Family Detached,Single Family,44.0213607,-123.0775343
15,143,1,2/6/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Laurel Hill Valley Citizens,4253430,872269,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,1/8/15 13:30,NA,NA,NA,3652 ROCKCRESS RD,1.80303E+12,2015,Single Family Detached,Single Family,44.0319545,-123.0393007
15,172,1,1/26/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4242276,890272,New single family dwelling with attached garage,9100,Vacant Land,0,1/9/15 15:18,NA,NA,NA,1616 COLBY CT,1.7032E+12,2015,Single Family Detached,Single Family,44.080672,-123.0838463
15,227,1,1/26/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Harlow Neighbors,4247967,880961,New Single Family Home with attached Garage.,9100,Vacant Land,0,1/13/15 15:46,NA,NA,NA,3217 BOARDWALK AVE,1.70333E+12,2015,Single Family Detached,Single Family,44.0549504,-123.0599639
15,254,1,1/30/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Active Bethel Citizens,4212056,889770,New single family dwelling with attached garage,9100,Vacant Land,0,1/15/15 10:24,NA,NA,NA,1490 MCCARTY WAY,1.7042E+12,2015,Single Family Detached,Single Family,44.0770069,-123.19879
15,321,1,2/10/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237250,888623,New single family dwelling with attached garage,9100,Vacant Land,0,1/20/15 10:25,NA,NA,NA,921 WOODFIELD DR,1.70319E+12,2015,Single Family Detached,Single Family,44.075479,-123.1034631
15,428,1,2/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4249027,895345,New single family dwelling with attached garage,9100,Vacant Land,0,1/26/15 12:20,NA,NA,NA,2982 LORD BYRON PL,1.70316E+12,2015,Single Family Detached,Single Family,44.095107,-123.058788
15,453,1,2/20/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Harlow Neighbors,4249492,890270,New single family dwelling with attached garage,9100,Vacant Land,0,1/26/15 15:30,NA,NA,NA,1595 VICTORIAN WAY,1.70321E+12,2015,Single Family Detached,Single Family,44.0814129,-123.0570328
15,497,1,4/7/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4238836,886054,New single family dwelling with attached garage.,9100,Vacant Land,0,1/28/15 13:57,NA,NA,NA,1048 ABBIE LN,1.7033E+12,2015,Single Family Detached,Single Family,44.0688275,-123.0962053
15,550,1,3/16/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southwest Hills Neighborhood Association,4238103,862848,"New single family dwelling with attached garageErosion permit # 15-00216-01",9100,Vacant Land,0,1/30/15 14:53,NA,NA,NA,160 ROCKRIDGE LP,1.80318E+12,2015,Single Family Detached,Single Family,44.0034595,-123.0982406
15,557,1,2/17/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4227039,890083,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,2/2/15 9:06,NA,NA,NA,1152 VERONICA LN,1.70423E+12,2015,Single Family Detached,Single Family,44.0788331,-123.1412734
15,560,1,2/17/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4226955,890223,New Single Family Dwelling with Attached Garage.,9100,Vacant Land,0,2/2/15 9:25,NA,NA,NA,1172 VERONICA LN,1.70423E+12,2015,Single Family Detached,Single Family,44.0788331,-123.1412734
15,562,1,2/19/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4226958,890283,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,2/2/15 10:00,NA,NA,NA,1180 VERONICA LN,1.70423E+12,2015,Single Family Detached,Single Family,44.0788331,-123.1412734
15,642,1,4/8/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Laurel Hill Valley Citizens,4253164,871910,"New Single Family Dwelling Home with attached Garage**Erosion Prevention Permit 15-00640-01",9100,Vacant Land,0,2/5/15 15:32,NA,NA,NA,3648 SNOWBERRY RD,1.80303E+12,2015,Single Family Detached,Single Family,44.0301976,-123.0417141
15,693,1,3/3/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southeast Neighbors,4246365,863399,"New single family dwelling with attached garageErosion permit# 15- 00694-01",9100,Vacant Land,0,2/10/15 10:30,NA,NA,NA,1855 E 43RD AVE,1.80316E+12,2015,Single Family Detached,Single Family,44.0071215,-123.0659395
15,736,1,2/26/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4225240,895808,New single family dwelling with attached garage,9100,Vacant Land,0,2/11/15 15:28,NA,NA,NA,1943 DEBRA SUE CT,1.70415E+12,2015,Single Family Detached,Single Family,44.0944721,-123.1497921
15,819,1,3/27/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Active Bethel Citizens,4216938,892671,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,2/17/15 15:10,NA,NA,NA,2035 DEVOS ST,1.70416E+12,2015,Single Family Detached,Single Family,44.0850531,-123.1811085
15,869,1,4/23/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southeast Neighbors,4246667,863849,"New single family dwelling with attached garage and bonus roomFire Sprinklers Required 13-D System / Electrical on separate permit-15-05427-01",9100,Vacant Land,0,2/19/15 13:06,NA,NA,NA,4214 WENDELL LN,1.80316E+12,2015,Single Family Detached,Single Family,44.008729,-123.0642398
15,871,1,3/6/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4225245,895885,New single family dwelling with attached garage,9100,Vacant Land,0,2/19/15 15:05,NA,NA,NA,1955 DEBRA SUE CT,1.70415E+12,2015,Single Family Detached,Single Family,44.0946326,-123.1497804
15,983,1,3/11/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Active Bethel Citizens,4220295,895387,New single family dwelling with attached garage,9100,Vacant Land,0,2/25/15 16:53,NA,NA,NA,4215 HEINS CT,1.70416E+12,2015,Single Family Detached,Single Family,44.0924905,-123.1689023
15,1012,1,3/23/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4225082,895715,New single family dwelling with attached garage,9100,Vacant Land,0,2/26/15 16:37,NA,NA,NA,1920 DEBRA SUE CT,1.70415E+12,2015,Single Family Detached,Single Family,44.0944058,-123.1499186
15,1014,1,3/16/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4225236,895715,New single family dwelling with attached garage,9100,Vacant Land,0,2/26/15 16:45,NA,NA,NA,1905 DEBRA SUE CT,1.70415E+12,2015,Single Family Detached,Single Family,44.094045,-123.150061
15,1026,1,5/20/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southeast Neighbors,4241380,869217,New single family dwelling with attached garage,1111,Single Family Dwelling,0,2/27/15 12:41,NA,NA,NA,420 E 31ST AVE,1.80308E+12,2015,Single Family Detached,Single Family,44.022735,-123.085067
15,1086,1,3/17/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224963,876913,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,3/3/15 11:49,NA,NA,NA,3712 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,1126,1,3/26/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4249030,895380,New single family dwelling with attached garage,9100,Vacant Land,0,3/4/15 12:49,NA,NA,NA,2992 LORD BYRON PL,1.70316E+12,2015,Single Family Detached,Single Family,44.095196,-123.059048
15,1127,1,3/18/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4230385,907121,"Building New Log Cabin Kit Home**Must REMOVE existing structure prior to completion and prior to occupancy or incurr additional  SDC Charges.",1111,Single Family Dwelling,1,3/4/15 12:56,NA,NA,NA,4314 SCENIC DR,1.70402E+12,2015,Single Family Detached,Single Family,44.1257345,-123.1305294
15,1147,1,3/18/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4245945,895812,New single family dwelling with attached garage,9100,Vacant Land,0,3/5/15 10:41,NA,NA,NA,3012 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0962594,-123.0699123
15,1149,1,4/28/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Harlow Neighbors,4249659,885511,New Single Family Dwelling with attached garage.,9100,Vacant Land,0,3/5/15 11:36,NA,NA,NA,541 HONEYSUCKLE LN,1.70328E+12,2015,Single Family Detached,Single Family,44.06808,-123.0560893
15,1162,1,3/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4230698,886992,Rebuild single family dwelling damaged in fire,1111,Single Family Dwelling,1,3/5/15 16:36,NA,NA,NA,275 KNAPP LN,1.70423E+12,2015,Single Family Detached,Single Family,44.070659,-123.12779
15,1185,1,5/11/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4250727,893318,New single family dwelling with attached garage,9100,Vacant Land,0,3/6/15 16:20,NA,NA,NA,3358 AMHERST WAY,1.70316E+12,2015,Single Family Detached,Single Family,44.0899091,-123.0520814
15,1204,1,3/26/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Laurel Hill Valley Citizens,4251731,872257,New single family dwelling with attached garage,1111,Single Family Dwelling,0,3/9/15 12:33,NA,NA,NA,2550 LAUREL HILL DR,1.80303E+12,2015,Single Family Detached,Single Family,44.0313967,-123.0458144
15,1229,1,4/3/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4232435,894928,New single family dwelling with attached garage,9100,Vacant Land,0,3/10/15 11:34,NA,NA,NA,217 OWOSSO DR,1.70413E+12,2015,Single Family Detached,Single Family,44.0921283,-123.1220784
15,1254,1,3/26/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237187,888509,New single family dwelling with attached garage,9100,Vacant Land,0,3/11/15 14:04,NA,NA,NA,918 WOODFIELD DR,1.70319E+12,2015,Single Family Detached,Single Family,44.075479,-123.1034631
15,1343,1,4/2/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4242760,900229,New single family dwelling with attached garage,9100,Vacant Land,0,3/17/15 11:23,NA,NA,NA,1930 STERLING PARK PL,1.70308E+12,2015,Single Family Detached,Single Family,44.1081775,-123.0820313
15,1481,1,4/8/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4231476,891562,New single family dwelling with attached garage,5969,Nurseries-Garden & Farm,0,3/24/15 13:21,NA,NA,NA,140 ROSETTA AVE,1.70424E+12,2015,Single Family Detached,Single Family,44.0834533,-123.1250286
15,1527,1,4/9/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231851,900698,New Single Family Dwelling with attached Garage - Wood Framed.,9100,Vacant Land,0,3/26/15 13:28,NA,NA,NA,527 SILVER MEADOWS DR,1.70412E+12,2015,Single Family Detached,Single Family,44.1080843,-123.1252313
15,1528,1,4/13/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4225546,903770,New Single Family Dwelling with attached Garage,9100,Vacant Land,0,3/26/15 14:08,NA,NA,NA,924 LEONARDS WAY,1.70403E+12,2015,Single Family Detached,Single Family,44.1167635,-123.1499793
15,1529,1,4/13/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4225550,903829,New Single Family Dwelling with Attached Garage.,9100,Vacant Land,0,3/26/15 14:11,NA,NA,NA,928 LEONARDS WAY,1.70403E+12,2015,Single Family Detached,Single Family,44.1167641,-123.1500152
15,1537,1,5/8/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4239690,887413,New Custom Home on existing lot with attached garage.,9100,Vacant Land,0,3/27/15 11:52,NA,NA,NA,1191 CRENSHAW RD,1.70319E+12,2015,Single Family Detached,Single Family,44.0729489,-123.0938227
15,1557,1,4/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4227082,890284,"New Single Family Dwelling with attached garage - 3 bedrooms, 2 baths.",1111,Single Family Dwelling,0,3/30/15 12:26,NA,NA,NA,1181 VERONICA LN,1.70423E+12,2015,Single Family Detached,Single Family,44.0788331,-123.1412734
15,1641,1,5/6/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4243017,900226,New single family dwelling with attached garage,9100,Vacant Land,0,4/2/15 12:57,NA,NA,NA,2008 STERLING PARK PL,1.70308E+12,2015,Single Family Detached,Single Family,44.1081775,-123.0820313
15,1695,1,6/19/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southeast Neighbors,4247915,862891,New single family dwelling with attached garage,9100,Vacant Land,0,4/6/15 13:52,NA,NA,NA,4435 SPRING BLVD,1.80316E+12,2015,Single Family Detached,Single Family,44.0071548,-123.0601283
15,1719,1,4/28/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southeast Neighbors,4244521,867213,"New single family dwelling with attached garage, and lower level wet bar (NOT an SDU)pending initial erosion inspection",9100,Vacant Land,0,4/7/15 11:55,NA,NA,NA,3612 EMERALD ST,1.80308E+12,2015,Single Family Detached,Single Family,44.0176344,-123.0726076
15,1788,1,4/28/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4243122,897289,New Single Family Dwelling with attached garage.,9100,Vacant Land,0,4/9/15 13:32,NA,NA,NA,2083 LAKELAND WAY,1.70308E+12,2015,Single Family Detached,Single Family,44.0997984,-123.081826
15,1914,1,5/22/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237554,888368,New single family dwelling,9100,Vacant Land,0,4/17/15 10:24,NA,NA,NA,1213 LITTLE JOHN LN,1.70319E+12,2015,Single Family Detached,Single Family,44.0750278,-123.1021091
15,1915,1,5/22/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4237436,888372,New single family dwelling,9100,Vacant Land,0,4/17/15 10:29,NA,NA,NA,1210 LITTLE JOHN LN,1.70319E+12,2015,Single Family Detached,Single Family,44.0750149,-123.1021095
15,1920,1,5/19/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southwest Hills Neighborhood Association,4235715,870301,"New single family dwelling, attached garage and above garage living area - NOT an SDU",9100,Vacant Land,0,4/17/15 12:04,NA,NA,NA,2925 ADAMS ST,1.80307E+12,2015,Single Family Detached,Single Family,44.0250834,-123.1070785
15,1922,1,5/13/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4224699,894876,New single family dwelling with attached garage,9100,Vacant Land,0,4/17/15 12:38,NA,NA,NA,1811 ALLEA DR,1.70415E+12,2015,Single Family Detached,Single Family,44.0904542,-123.1513927
15,2237,1,5/19/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4222282,902720,New single family dwelling with attached garage,9100,Vacant Land,0,5/1/15 15:47,NA,NA,NA,3483 CABERNET LN,1.7041E+12,2015,Single Family Detached,Single Family,44.1127151,-123.1622451
15,2440,1,6/11/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4230150,901306,"Single Family Dwelling with attached garage.*** GREEN BUILDING ***",9100,Vacant Land,0,5/12/15 14:19,NA,NA,NA,90 GRIZZLY AVE,1.70411E+12,2015,Single Family Detached,Single Family,44.1100166,-123.1262733
15,2441,1,6/11/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4230069,901312,"Single Family Dwelling with attached garage.*** GREEN BUILDING ***",9100,Vacant Land,0,5/12/15 14:22,NA,NA,NA,86 GRIZZLY AVE,1.70411E+12,2015,Single Family Detached,Single Family,44.1100166,-123.1262733
15,2709,1,7/14/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4242793,900353,New Single Family Dwelling with attached Garage- 2080 sq. ft.,9100,Vacant Land,0,5/26/15 13:20,NA,NA,NA,3854 NICOLE WAY,1.70308E+12,2015,Single Family Detached,Single Family,44.108571,-123.0820498
15,2896,1,8/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4243701,898759,New single family dwelling with attached garage and basketball court,9100,Vacant Land,0,6/3/15 9:58,NA,NA,NA,3560 WALTON LN,1.70308E+12,2015,Single Family Detached,Single Family,44.1047285,-123.0785886
15,2906,1,6/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231930,900831,New Single Family Dwelling with attached garage,9100,Vacant Land,0,6/3/15 15:14,NA,NA,NA,296 DIBBLEE LN,1.70412E+12,2015,Single Family Detached,Single Family,44.1088874,-123.1250497
15,2909,1,6/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4229919,901486,New single family dwelling with attached garage.,9100,Vacant Land,0,6/3/15 15:42,NA,NA,NA,71 GRIZZLY AVE,1.70411E+12,2015,Single Family Detached,Single Family,44.1100166,-123.1262733
15,2956,1,6/25/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Churchill Area Neighbors,4224364,877125,New single family dwelling with attached garage,9100,Vacant Land,0,6/5/15 14:49,NA,NA,NA,3781 PACHYSANDRA PL,1.70434E+12,2015,Single Family Detached,Single Family,44.0428353,-123.1492433
15,2959,1,7/16/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Friendly Area Neighbors,4238409,872701,New single family dwelling with attached garage,9100,Vacant Land,0,6/5/15 16:20,NA,NA,NA,2477 LINCOLN ST,1.80306E+12,2015,Single Family Detached,Single Family,44.0321511,-123.0970115
15,2985,1,7/16/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Active Bethel Citizens,4213287,892845,Create new single family dwelling by expanding existing detached garage,1111,Single Family Dwelling,1,6/8/15 14:24,NA,NA,NA,5415 BARGER DR,1.70417E+12,2015,Single Family Detached,Single Family,44.0846739,-123.194843
15,3112,1,10/8/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4226378,904787,"New Single Family Dwelling with attached garage.**Erosion Permit #15-03111-01",9100,Vacant Land,0,6/11/15 0:00,NA,NA,NA,370 MACKIN AVE,1.70402E+12,2015,Single Family Detached,Single Family,44.1194578,-123.1458369
15,3160,1,7/23/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4244650,899444,New single family dwelling w/attached garage.,9100,Vacant Land,0,6/29/15 0:00,NA,NA,NA,3711 NORWICH AVE,1.70308E+12,2015,Single Family Detached,Single Family,44.1060175,-123.076504
15,3186,1,7/2/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Harlow Neighbors,4247854,880890,"New Single Family Dwelling Home**Erosion Prevention Permit - 15-03187-01",9100,Vacant Land,0,6/15/15 9:36,NA,NA,NA,3218 BOARDWALK AVE,1.70333E+12,2015,Single Family Detached,Single Family,44.0553349,-123.0612165
15,3262,1,7/20/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southwest Hills Neighborhood Association,4237037,867847,New single family dwelling with attached garage,1111,Single Family Dwelling,0,6/17/15 15:01,NA,NA,NA,610 FULVUE DR,1.80307E+12,2015,Single Family Detached,Single Family,44.018721,-123.101487
15,3266,1,7/13/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4232162,888232,New single family dwelling with attached garage,1111,Single Family Dwelling,1,6/17/15 15:52,NA,NA,NA,380 PARK AVE,1.70424E+12,2015,Single Family Detached,Single Family,44.074089,-123.122335
15,3285,1,7/28/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Laurel Hill Valley Citizens,4253150,872025,New single family dwelling with attached garage,9100,Vacant Land,0,6/18/15 15:16,NA,NA,NA,2645 ABIGAIL LN,1.80303E+12,2015,Single Family Detached,Single Family,44.0321981,-123.0407524
15,3402,1,7/15/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southwest Hills Neighborhood Association,4230666,872585,New single family dwelling on existing foundation (replacement home),1111,Single Family Dwelling,0,6/23/15 14:32,NA,NA,NA,2235 CORINTHIAN CT,1.80401E+12,2015,Single Family Detached,Single Family,44.0302335,-123.1263903
